num_evs,num_tasks,ev_range,maze_loop_percentage,maze_size,bms,timesteps,num_tasks_finished,ev_distance,drone_distance
9,38,3000,85,50,1,163,22,650.0,525.931254581488
9,38,3000,60,49,0,167,21,636.0,0.0
9,38,3000,65,35,0,113,31,558.0,0.0
9,38,3000,70,37,1,117,33,702.0,655.3693787097058
9,38,3000,70,39,0,119,28,656.0,0.0
9,38,3000,65,45,1,101,24,492.0,608.9441650320849
9,38,3000,80,37,0,217,35,674.0,0.0
9,38,3000,75,46,1,75,21,404.0,382.73096854537613
9,38,3000,70,39,1,123,34,638.0,637.1338449619859
9,38,3000,75,36,0,173,36,694.0,0.0
9,38,3000,60,37,0,155,30,756.0,0.0
9,38,3000,75,37,1,87,30,470.0,625.9416736383384
9,38,3000,65,41,1,287,33,794.0,675.7937479933753
9,38,3000,60,42,0,141,16,440.0,0.0
9,38,3000,70,42,0,167,26,702.0,0.0
9,38,3000,65,37,0,221,31,674.0,0.0
9,38,3000,70,37,0,145,27,504.0,0.0
9,38,3000,60,48,1,57,11,278.0,203.23896358607544
9,38,3000,75,42,1,115,33,602.0,493.8217083759169
9,38,3000,70,44,1,111,27,640.0,741.5647904289291
9,38,3000,60,49,0,113,13,428.0,0.0
9,38,3000,90,37,0,169,35,820.0,0.0
9,38,3000,70,36,1,115,35,590.0,551.0971971610137
9,38,3000,80,50,1,177,20,574.0,411.80593900685216
9,38,3000,90,44,1,227,33,678.0,646.5365887680857
9,38,3000,65,45,0,117,22,580.0,0.0
9,38,3000,75,47,1,135,28,680.0,526.827709568319
9,38,3000,60,37,1,103,30,588.0,430.30230435097417
9,38,3000,80,38,0,177,32,818.0,0.0
9,38,3000,90,49,0,117,18,560.0,0.0
9,38,3000,90,47,0,199,24,532.0,0.0
9,38,3000,75,45,1,103,29,526.0,591.4149140613231
9,38,3000,75,39,1,109,32,624.0,682.5740724165087
9,38,3000,80,50,1,115,21,428.0,557.8885060982195
9,38,3000,65,39,1,171,36,766.0,632.5923291049671
9,38,3000,85,41,0,151,33,762.0,0.0
9,38,3000,85,50,0,233,20,568.0,0.0
9,38,3000,60,45,0,109,21,392.0,0.0
9,38,3000,80,48,0,115,18,582.0,0.0
9,38,3000,70,43,1,161,21,730.0,400.709394223877
9,38,3000,85,48,1,105,24,528.0,521.0381787757295
9,38,3000,70,44,0,167,26,666.0,0.0
9,38,3000,80,44,1,117,23,560.0,472.5487636909724
9,38,3000,90,36,1,123,33,448.0,387.38954223228967
9,38,3000,65,47,0,177,22,670.0,0.0
9,38,3000,85,42,1,107,32,602.0,609.8027499303206
9,38,500,70,41,1,19,2,20.0,34.53930497724023
9,38,500,60,43,0,9,2,10.0,0.0
9,38,3000,60,50,0,173,19,618.0,0.0
9,38,500,65,39,1,0,0,0.0,0.0
9,38,3000,85,50,0,213,25,788.0,0.0
9,38,500,70,35,1,0,0,0.0,0.0
9,38,500,70,35,1,27,5,28.0,60.0778643934203
9,38,500,70,41,0,7,1,8.0,0.0
9,38,500,90,48,1,5,2,6.0,12.0
9,38,500,80,50,0,0,0,0.0,0.0
9,38,500,70,50,0,0,0,0.0,0.0
9,38,500,90,36,0,7,1,8.0,0.0
9,38,500,70,35,1,0,0,0.0,0.0
9,38,500,85,38,0,0,0,0.0,0.0
9,38,500,75,42,0,0,0,0.0,0.0
9,38,500,65,36,0,0,0,0.0,0.0
9,38,500,80,44,1,7,1,8.0,0.0
9,38,500,90,47,1,0,0,0.0,0.0
9,38,500,65,40,1,9,1,10.0,13.059304572139684
9,38,500,70,39,0,9,2,10.0,0.0
9,38,500,70,42,1,0,0,0.0,0.0
9,38,500,60,47,1,0,0,0.0,0.0
9,38,500,75,42,0,0,0,0.0,0.0
9,38,500,75,47,1,0,0,0.0,0.0
9,38,500,90,50,0,3,1,4.0,0.0
9,38,500,65,39,0,0,0,0.0,0.0
